,School Name,School District,Street Address,Grades Served,Overall Rating
4213,John and Lynn Brawner Elem,Granbury ISD,"1520 S Meadows, Granbury, TX 76048",Kindergarten - Grade 5,B
4214,John and Nelda Partin Elem,Van Alstyne ISD,"201 Newport Dr, Van Alstyne, TX 75495",Kindergarten - Grade 5,A
4215,John and Polly Townley Elem,Everman ISD,"2200 Mcpherson Rd, Everman, TX 76140",Grade 1 - Grade 5,B
4216,John and Shamarion Barber MS,Dickinson ISD,"5651 FM 517 E, Dickinson, TX 77539",Grade 5 - Grade 6,B
4217,Johnny N Allen-6th Grade Campus,Amarillo ISD,"700 N Lincoln, Amarillo, TX 79107",Grade 6,C
4218,Johns Elem,Arlington ISD,"1900 Sherry St, Arlington, TX 76010",Prekindergarten - Grade 6,B
4219,Johnson County JJAEP,Joshua ISD,"1102 E Kilpatrick St, Cleburne, TX 76031",Grade 9 - Grade 11,Not Rated
4220,Johnson Elem,Bryan ISD,"3800 Oak Hill Dr, Bryan, TX 77802",Prekindergarten - Grade 4,A
4221,Johnson Elem,Aldine ISD,"13901 Homestead Rd, Humble, TX 77396",Grade 1 - Grade 5,C
4222,Johnson Elem,Forney ISD,"10835 Walnut Ln, Forney, TX 75126",Kindergarten - Grade 4,A
4223,Johnson HS,North East ISD,"23203 Bulverde Rd, San Antonio, TX 78259",Grade 9 - Grade 12,A
4224,Johnson Ranch Elem,Comal ISD,"30501 Johnson Way, Bulverde, TX 78163",Early Education - Grade 5,A
4225,Johnston Elem,Irving ISD,"2801 Rutgers Dr, Irving, TX 75062",Prekindergarten - Grade 5,C
4226,Johnston-Mcqueen Elem,Longview ISD,"422 FM 2751, Longview, TX 75605",Early Education - Grade 5,B
4227,Jollyville Elem,Round Rock ISD,"6720 Corpus Christi Dr, Austin, TX 78729",Early Education - Grade 5,B
4228,Jones EC/PK/K,Aldine ISD,"8003 Forest Point Dr, Humble, TX 77338",Early Education - Kindergarten,B
4229,Jones Elem,Aldine ISD,"7903 Forest Point Dr, Humble, TX 77338",Grade 1 - Grade 5,B
4230,Jones Elem,Midland ISD,"4919 Shadylane Dr, Midland, TX 79703",Early Education - Grade 6,B
4231,Jones Elem,Corpus Christi ISD,"7533 Lipes Blvd, Corpus Christi, TX 78413",Early Education - Grade 5,B
4232,Jones Elem,Tyler ISD,"3450 Chandler Hwy, Tyler, TX 75702",Early Education - Grade 5,B
4233,Jones Elem/Intermediate School,Brackett ISD,"201 N Ann St, Brackettville, TX 78832",Prekindergarten - Grade 5,B
4234,Jones Fine Arts / Dual Language Academy,Arlington ISD,"2001 Van Buren Dr, Arlington, TX 76011",Kindergarten - Grade 5,B
4235,Jones Futures Academy,Houston ISD,"7414 St Lo Rd, Houston, TX 77033",Grade 9 - Grade 12,B
4236,Jones MS,Northside ISD,"1256 Pinn Rd, San Antonio, TX 78227",Grade 6 - Grade 8,Not Rated
4237,Jones MS,Aldine ISD,"20155 Townsen Blvd, Humble, TX 77338",Grade 6 - Grade 8,C
4238,Jonesboro School,Jonesboro ISD,"14909 E St Hwy 36, Jonesboro, TX 76538",Prekindergarten - Grade 12,C
4239,Jordan Elem,Austin ISD,"6711 Johnny Morris Rd, Austin, TX 78724",Early Education - Grade 5,B
4240,Jordan HS,Katy ISD,"27500 Fulshear Bend Dr, Katy, TX 77494",Grade 9 - Grade 11,A
4241,Jordan MS,Northside ISD,"1725 Richland Hills Dr, San Antonio, TX 78251",Grade 6 - Grade 8,C
4242,Jorge R Gutierrez Early Childhood Center,Edcouch-Elsa ISD,"1210 Santa Rosa Ave, Edcouch, TX 78543",Prekindergarten,B
4243,Jose 'Joe' May Elem,Dallas ISD,"9818 Brockbank Dr, Dallas, TX 75220",Early Education - Grade 6,Not Rated
4244,Jose Antonio Navarro Elem,Corsicana ISD,"601 S 45th St, Corsicana, TX 75110",Kindergarten - Grade 4,B
4245,Jose Bernabe Munoz Elem,La Villa ISD,"810 N Cottonwood, La Villa, TX 78562",Prekindergarten - Grade 5,B
4246,Jose Borrego MS,Monte Alto ISD,"25149 First St, Monte Alto, TX 78538",Grade 6 - Grade 8,B
4247,Jose De Escandon Elem,La Joya ISD,"700 N Schuebach Rd, Mission, TX 78572",Prekindergarten - Grade 5,B
4248,Jose De Jesus and Maria Luisa Vega Elem,McKinney ISD,"2511 Cattleman Dr, McKinney, TX 75070",Kindergarten - Grade 5,B
4249,Jose H Damian Elem,Canutillo ISD,"6300 Strahan, Canutillo, TX 79835",Early Education - Grade 5,C
4250,Jose J Alderete MS,Canutillo ISD,"801 Talbot St, Canutillo, TX 79835",Grade 6 - Grade 8,B
4251,Josefa L Sambrano Elem,San Elizario ISD,"200 Herring Rd, San Elizario, TX 79849",Kindergarten - Grade 2,B
4252,Joseph Gilbert Elem,Del Valle ISD,"5412 Gilbert Rd, Austin, TX 78724",Prekindergarten - Grade 5,B
4253,Joseph J Rhoads Learning Center,Dallas ISD,"4401 N 2nd Ave, Dallas, TX 75210",Prekindergarten,B
4254,Joshua HS,Joshua ISD,"909 S Broadway, Joshua, TX 76058",Grade 9 - Grade 12,B
4255,Joshua HS Ninth Grade Campus,Joshua ISD,"1035 S Broadway, Joshua, TX 76058",Grade 9,A
4256,Joslin Elem,Austin ISD,"4500 Manchaca Rd, Austin, TX 78745",Early Education - Grade 5,B
4257,Jourdanton DAEP,Jourdanton ISD,"1508 Campbell Ave, Jourdanton, TX 78026",Grade 6 - Grade 12,Not Rated
4258,Jourdanton ECC,Jourdanton ISD,"101 Lagarde, Jourdanton, TX 78026",Early Education - Grade 1,C
4259,Jourdanton Elem,Jourdanton ISD,"200 Zanderson Ave, Jourdanton, TX 78026",Grade 2 - Grade 5,C
4260,Jourdanton HS,Jourdanton ISD,"200 Zanderson Ave, Jourdanton, TX 78026",Grade 9 - Grade 12,B
4261,Jourdanton JH,Jourdanton ISD,"200 Zanderson Ave, Jourdanton, TX 78026",Grade 6 - Grade 8,A
4262,Jowell Elem,Cypress-Fairbanks ISD,"6355 Greenhouse Rd, Katy, TX 77449",Grade 3 - Grade 5,C
4263,Joy James Academy of Leadership,Castleberry ISD,"5300 Buchanan St, Fort Worth, TX 76114",Early Education - Grade 5,A
4264,Juan De Dios Salinas MS,La Joya ISD,"6101 N Bentsen Palm Dr, Mission, TX 78574",Grade 6 - Grade 8,A
4265,Juan N Seguin Elem,Grand Prairie ISD,"1450 S E Fourth St, Grand Prairie, TX 75051",Kindergarten - Grade 5,B
4266,Juan N Seguin Elem,Eagle Pass ISD,"300 S Monroe St, Eagle Pass, TX 78852",Grade 1 - Grade 6,B
4267,Juan Seguin Early Childhood Center,Lamar CISD,"605 Mabel St, Richmond, TX 77469",Prekindergarten,A
4268,Juan Seguin Elem,Fort Bend ISD,"7817 Grand Mission Blvd, Richmond, TX 77407",Prekindergarten - Grade 5,B
4269,Juan Seguin Elem,La Joya ISD,"8500 N Western Rd, Mission, TX 78574",Early Education - Grade 5,C
4270,Juarez-Lincoln HS,La Joya ISD,"7801 W Mile 7 Rd, Mission, TX 78574",Grade 9 - Grade 12,B
4271,Juarez/Lincoln Elem,United ISD,"1600 Espejo-Molina Rd, Rio Bravo, TX 78043",Prekindergarten - Grade 5,B
4272,Jubilee - Lake View University Prep,Jubilee Academies,"325 Castroville Rd, San Antonio, TX 78207",Prekindergarten - Grade 12,Not Rated
4273,Jubilee Academies MS,Jubilee Academies,"8038 W Military Dr, San Antonio, TX 78227",Grade 6 - Grade 8,Not Rated
4274,Jubilee Brownsville,Jubilee Academies,"4955 Pablo Kisel Blvd, Brownsville, TX 78520",Prekindergarten - Grade 12,B
4275,Jubilee Harlingen,Jubilee Academies,"123 S Palm Ct, Harlingen, TX 78550",Prekindergarten - Grade 8,B
4276,Jubilee Highland Hills,Jubilee Academies,"1515 Goliad Rd, San Antonio, TX 78223",Prekindergarten - Grade 8,Not Rated
4277,Jubilee Highland Park,Jubilee Academies,"901 E Drexel Ave, San Antonio, TX 78210",Prekindergarten - Grade 8,Not Rated
4278,Jubilee Kingsville,Jubilee Academies,"201 N 19th St, Kingsville, TX 78363",Prekindergarten - Grade 8,C
4279,Jubilee Leadership Academy,Jubilee Academies,"1025 Main St, Brownsville, TX 78528",Prekindergarten - Grade 6,B
4280,Jubilee Living Way,Jubilee Academies,"350 W Ruben M Torres Sr Blvd, Brownsville, TX 78520",Prekindergarten - Grade 5,A
4281,Jubilee San Antonio,Jubilee Academies,"4427 Chandler Rd, San Antonio, TX 78222",Prekindergarten - Grade 12,Not Rated
4282,Jubilee Sendero,Jubilee Academies,"5408 Daughtry Dr, San Antonio, TX 78238",Prekindergarten - Grade 7,Not Rated
4283,Jubilee Wells Branch,Jubilee Academies,"3711 Shoreline Dr, Austin, TX 78728",Prekindergarten - Grade 12,C
4284,Jubilee Westwood,Jubilee Academies,"8038 W Military Dr, San Antonio, TX 78227",Prekindergarten - Grade 5,C
4285,Judge Barefoot Sanders Law Magnet,Dallas ISD,"1201 E Eighth St, Dallas, TX 75203",Grade 9 - Grade 12,A
4286,Judge James C Adolphus Elem,Lamar CISD,"7910 Winston Ranch Pkwy, Richmond, TX 77406",Early Education - Grade 5,A
4287,Judge Louis A Bedford Jr Law Academy,Dallas ISD,"1303 Reynoldston Ln, Dallas, TX 75232",Grade 6 - Grade 8,B
4288,Judge Oscar De La Fuente Elem,San Benito CISD,"2700 S Sam Houston, San Benito, TX 78586",Prekindergarten - Grade 5,B
4289,Judith A Resnik MS,Southwest ISD,"4495 SW Verano Pkwy Bldg 200, Von Ormy, TX 78073",Grade 6 - Grade 8,C
4290,Judith L Harlow Elem,Anna ISD,"1224 Leonard Ave, Anna, TX 75409",Early Education - Grade 5,A
4291,Judith Zaffirini Elem,United ISD,"5210 Santa Claudia Ln, Laredo, TX 78046",Early Education - Grade 5,B
4292,Judson Care Academy,Judson ISD,"102 School St, Converse, TX 78109",Grade 6 - Grade 12,Not Rated
4293,Judson Early College Academy,Judson ISD,"8230 Palisades, Live Oak, TX 78233",Grade 9 - Grade 12,A
4294,Judson HS,Judson ISD,"9142 FM 78, Converse, TX 78109",Grade 9 - Grade 12,Not Rated
4295,Judson Learning Acad,Judson ISD,"5441 Seguin Rd, San Antonio, TX 78219",Grade 10 - Grade 12,A
4296,Judson MS,Judson ISD,"9695 Schaefer Rd, Converse, TX 78109",Grade 6 - Grade 8,B
4297,Judson STEAM Academy,Longview ISD,"5745 Judson Rd, Longview, TX 75605",Grade 6 - Grade 8,B
4298,Judy Hajek Elem,Burleson ISD,"555 NE Mcalister, Burleson, TX 76028",Kindergarten - Grade 5,B
4299,Judy Miller Elem,Mansfield ISD,"403 N Holland Rd, Mansfield, TX 76063",Early Education - Grade 4,B
4300,Judy Rucker Elem,Prosper ISD,"402 S Craig Rd, Prosper, TX 75078",Prekindergarten - Grade 5,B
4301,Julia Bird Jones Muller Elem,United ISD,"4430 Muller Memorial Blvd, Laredo, TX 78045",Early Education - Grade 5,A
4302,Julian C Gallardo Elem,Southside ISD,"1300 Del Lago Rd, San Antonio, TX 78221",Grade 1 - Grade 5,B
4303,Julian S Adame,Donna ISD,"5001 N FM 493, Donna, TX 78537",Prekindergarten - Grade 5,B
4304,Julian T Saldivar Elem,Dallas ISD,"9510 Brockbank Dr, Dallas, TX 75220",Prekindergarten - Grade 6,Not Rated
4305,Julius Dorsey Leadership Academy,Dallas ISD,"133 N St Augustine Dr, Dallas, TX 75217",Prekindergarten - Grade 5,B
4306,Julius L Matthey MS,Southside ISD,"20350 Red Forest Ln, San Antonio, TX 78264",Grade 6 - Grade 8,B
4307,Junction Elem,Junction ISD,"1700 College St, Junction, TX 76849",Prekindergarten - Grade 5,C
4308,Junction HS,Junction ISD,"1700 College St, Junction, TX 76849",Grade 9 - Grade 12,B
4309,Junction MS,Junction ISD,"1700 College St, Junction, TX 76849",Grade 6 - Grade 8,B
4310,June W Davis Elem,Crowley ISD,"6301 Rockrose Trail, Fort Worth, TX 76123",Prekindergarten - Grade 5,A
4311,Justin Elem,Northwest ISD,"425 Boss Range Rd, Justin, TX 76247",Early Education - Grade 5,B
4312,Justin F Kimball HS,Dallas ISD,"3606 S Westmoreland Rd, Dallas, TX 75233",Grade 9 - Grade 12,C
4313,Justiss Elem,Paris ISD,"401 18th N W, Paris, TX 75460",Kindergarten - Grade 4,C
4314,Juvenile Detent Ctr,Lufkin ISD,"705 Ellen Trout Dr, Lufkin, TX 75904",Grade 7 - Grade 11,Not Rated
4315,Juvenile Detent Ctr,San Antonio ISD,"600 Mission Rd, San Antonio, TX 78210",Grade 6 - Grade 12,Not Rated
4316,Juvenile Detent Ctr,Lamar CISD,"122 Golfview, Richmond, TX 77469",Grade 6 - Grade 12,Not Rated
4317,Juvenile Detent Ctr,Longview ISD,"310 Turk St, Longview, TX 75601",Grade 6 - Grade 11,Not Rated
4318,Juvenile Detention Center,Seguin ISD,"2615 N Guadalupe St, Seguin, TX 78155",Grade 7 - Grade 11,Not Rated
4319,Juvenile Detention Center,Abilene ISD,"889 S 25th St, Abilene, TX 79602",Grade 7 - Grade 11,Not Rated
4320,Juvenile Detention Ctr,Edinburg CISD,"1001 N Doolittle Rd, Edinburg, TX 78542",Grade 7 - Grade 11,Not Rated
4321,Juvenile Detention Ctr,Conroe ISD,"200 Academy Dr, Conroe, TX 77301",Grade 8 - Grade 11,Not Rated
4322,Juvenile Detention Ctr,Sinton ISD,"107 W 5th St, Sinton, TX 78387",Grade 7 - Grade 11,Not Rated
4323,Juvenile Justice Aep,Dallas ISD,"1673 Terre Colony, Dallas, TX 75212",Grade 9,Not Rated
4324,Juvenile Justice Aep,Galena Park ISD,"2525 Murworth, Houston, TX 77054",Grade 10,Not Rated
4325,Juvenile Justice Alternative,Alvarado ISD,"1102 E Kilpatrick Ste C, Cleburne, TX 76031",Grade 9,Not Rated
4326,Juvenile Justice Alternative Ed Program,Fort Worth ISD,"3131 Sanquinet, Fort Worth, TX 76107",Grade 7 - Grade 12,Not Rated
4327,Juvenile Justice Alternative Ed Program/Venus,Venus ISD,"100 Student Dr, Venus, TX 76084",Grade 8,Not Rated
4328,Juvenile Justice Alternative Education Program,Splendora ISD,"200 Academy Dr, Conroe, TX 77301",Grade 10,Not Rated
4329,Juvenille Justice Alternative Program,United ISD,"111 Camino Nuevo Rd, Laredo, TX 78043",Grade 9 - Grade 12,Not Rated
4330,K B Polk Center for Academically Talented & Gifted,Dallas ISD,"6911 Victoria Ave, Dallas, TX 75209",Prekindergarten - Grade 7,Not Rated
4331,K E Kaufman Alternative Education Center,Klein ISD,"7302 Kleingreen Ln, Klein, TX 77379",Grade 6 - Grade 12,Not Rated
4332,KIPP 3D Academy,KIPP Texas Public Schools,"500 Tidwell Dr, Houston, TX 77022",Grade 5 - Grade 8,B
4333,KIPP Academy MS,KIPP Texas Public Schools,"10711 Kipp Way St, Houston, TX 77099",Grade 5 - Grade 8,B
4334,KIPP Academy West MS,KIPP Texas Public Schools,"8500 Hwy 6 S, Houston, TX 77083",Grade 5 - Grade 8,A
4335,KIPP Alegria Pri,KIPP Texas Public Schools,"8509 FM 969 Bldg 629, Austin, TX 78724",Prekindergarten - Grade 4,B
4336,KIPP Aspire Academy,KIPP Texas Public Schools,"239 Stark St, San Antonio, TX 78204",Grade 5 - Grade 8,B
4337,KIPP Austin Academy of Arts & Letters,KIPP Texas Public Schools,"8509 FM 969 Bldg A, Austin, TX 78724",Grade 5 - Grade 8,B
4338,KIPP Austin Beacon Prep,KIPP Texas Public Schools,"5107 S Ih 35 Frontage Rd, Austin, TX 78744",Grade 5 - Grade 8,B
4339,KIPP Austin Brave,KIPP Texas Public Schools,"5107 S Ih 35 Frontage Rd, Austin, TX 78744",Grade 9 - Grade 12,B
4340,KIPP Austin College Prep,KIPP Texas Public Schools,"8004 Cameron Rd, Austin, TX 78754",Grade 5 - Grade 8,B
4341,KIPP Austin Collegiate,KIPP Texas Public Schools,"8004 Cameron Rd, Austin, TX 78754",Grade 9 - Grade 12,B
4342,KIPP Austin Comunidad,KIPP Texas Public Schools,"8004 Cameron Rd, Austin, TX 78754",Prekindergarten - Grade 4,B
4343,KIPP Austin Obras,KIPP Texas Public Schools,"5107 Ih-35 S Ste A, Austin, TX 78744",Prekindergarten - Grade 4,B
4344,KIPP Austin Vista MS Schools,KIPP Texas Public Schools,"8509 FM 969 Bldg 676, Austin, TX 78724",Grade 5 - Grade 8,B
4345,KIPP Camino Academy,KIPP Texas Public Schools,"4343 W Commerce St, San Antonio, TX 78237",Grade 5 - Grade 8,C
4346,KIPP Climb Academy,KIPP Texas Public Schools,"8805 Ferndale, Houston, TX 77017",Prekindergarten - Grade 4,C
4347,KIPP Connect HS,KIPP Texas Public Schools,"6700 Bellaire Blvd, Houston, TX 77074",Grade 9 - Grade 12,B
4348,KIPP Connect Houston Pri,KIPP Texas Public Schools,"6700 Bellaire Blvd, Houston, TX 77074",Prekindergarten - Grade 4,A
4349,KIPP Connect MS,KIPP Texas Public Schools,"6700 Bellaire Blvd, Houston, TX 77074",Grade 5 - Grade 8,A
4350,KIPP Destiny Elem,KIPP Texas Public Schools,"3663 W Camp Wisdom Rd, Dallas, TX 75237",Prekindergarten - Grade 4,C
4351,KIPP Destiny MS,KIPP Texas Public Schools,"3663 W Camp Wisdom Rd, Dallas, TX 75237",Grade 5 - Grade 8,B
4352,KIPP Dream Prep,KIPP Texas Public Schools,"500 Tidwell Dr, Houston, TX 77022",Prekindergarten - Grade 4,B
4353,KIPP East End HS,KIPP Texas Public Schools,"5402 Lawndale St, Houston, TX 77023",Grade 9 - Grade 10,C
4354,KIPP Esperanza Pri,KIPP Texas Public Schools,"239 Stark St, San Antonio, TX 78204",Kindergarten - Grade 4,B
4355,KIPP Explore Academy,KIPP Texas Public Schools,"5402 Lawndale St, Houston, TX 77023",Prekindergarten - Grade 4,B
4356,KIPP Generations Collegiate,KIPP Texas Public Schools,"500 Tidwell Rd, Houston, TX 77022",Grade 9 - Grade 12,B
4357,KIPP Houston HS,KIPP Texas Public Schools,"10711 Kipp Way St, Houston, TX 77099",Grade 9 - Grade 12,B
4358,KIPP Intrepid Preparatory,KIPP Texas Public Schools,"5402 Lawndale St, Houston, TX 77023",Grade 5 - Grade 8,B
4359,KIPP Journey Collegiate School,KIPP Texas Public Schools,"14030 Florence Rd, Sugarland, TX 77498",Grade 5 - Grade 8,B
4360,KIPP Journey Pri,KIPP Texas Public Schools,"14030 Florence Rd, Sugarland, TX 77498",Prekindergarten - Grade 3,B
4361,KIPP Legacy Preparatory,KIPP Texas Public Schools,"9606 Mesa Dr, Houston, TX 77078",Prekindergarten - Grade 4,Not Rated
4362,KIPP Liberation College Preparatory,KIPP Texas Public Schools,"5400 Mlk Jr Blvd, Houston, TX 77021",Grade 5 - Grade 8,C
4363,KIPP Mosaic Academy School,KIPP Texas Public Schools,"12751 Hillcroft Ave, Houston, TX 77085",Grade 5 - Grade 7,B
4364,KIPP Mosaic Pri,KIPP Texas Public Schools,"12751 Hillcroft Ave, Houston, TX 77085",Prekindergarten - Grade 2,Not Rated
4365,KIPP Nexus MS,KIPP Texas Public Schools,"4211 Watonga Blvd, Houston, TX 77092",Grade 5 - Grade 8,B
4366,KIPP Nexus Pri,KIPP Texas Public Schools,"4211 Watonga Blvd, Houston, TX 77092",Prekindergarten - Grade 4,Not Rated
4367,KIPP Northeast College Preparatory,KIPP Texas Public Schools,"9680 Mesa Dr, Houston, TX 77078",Grade 9 - Grade 12,B
4368,KIPP Oak Cliff Academy,KIPP Texas Public Schools,"3837 Simpson Stuart Rd, Dallas, TX 75241",Grade 9 - Grade 12,B
4369,KIPP Paseo Preparatory School,KIPP Texas Public Schools,"6800 Metropolis Dr, Austin, TX 78744",Grade 5 - Grade 7,C
4370,KIPP Paseo Pri,KIPP Texas Public Schools,"6800 Metropolis Dr, Austin, TX 78744",Prekindergarten - Grade 2,Not Rated
4371,KIPP Peace Elem,KIPP Texas Public Schools,"5400 Mlk Jr Blvd, Houston, TX 77021",Prekindergarten - Grade 4,B
4372,KIPP Pleasant Grove Leadership Academy,KIPP Texas Public Schools,"1500 S Peachtree Rd, Balch Springs, TX 75180",Grade 6 - Grade 9,B
4373,KIPP Pleasant Grove Pri,KIPP Texas Public Schools,"2200 N St Augustine, Dallas, TX 75227",Kindergarten - Grade 5,C
4374,KIPP Poder Academy,KIPP Texas Public Schools,"128 S Audubon Rd, San Antonio, TX 78212",Grade 5 - Grade 8,B
4375,KIPP Polaris Academy for Boys,KIPP Texas Public Schools,"9636 Mesa Dr, Houston, TX 77078",Grade 5 - Grade 8,C
4376,KIPP Prime College Preparatory,KIPP Texas Public Schools,"8805 Ferndale, Houston, TX 77017",Grade 5 - Grade 8,C
4377,KIPP Sharp Prep,KIPP Texas Public Schools,"8430 Westglen, Houston, TX 77063",Prekindergarten - Grade 4,A
4378,KIPP Sharpstown College Prep,KIPP Texas Public Schools,"8440 Westpark Dr, Houston, TX 77063",Grade 5 - Grade 8,A
4379,KIPP Shine Prep,KIPP Texas Public Schools,"10711 Kipp Way, Houston, TX 77099",Prekindergarten - Grade 4,A
4380,KIPP Somos HS,KIPP Texas Public Schools,"735 Fredricksburg Rd, San Antonio, TX 78201",Grade 9 - Grade 11,B
4381,KIPP Spirit College Prep,KIPP Texas Public Schools,"11000 Scott St, Houston, TX 77047",Grade 5 - Grade 8,B
4382,KIPP Sunnyside HS,KIPP Texas Public Schools,"11000 Scott St, Houston, TX 77047",Grade 9 - Grade 12,B
4383,KIPP Truth Academy,KIPP Texas Public Schools,"1545 S Ewing Ave, Dallas, TX 75216",Grade 5 - Grade 8,B
4384,KIPP Truth Elem,KIPP Texas Public Schools,"1545 S Ewing Ave, Dallas, TX 75216",Prekindergarten - Grade 4,C
4385,KIPP Un Mundo Pri,KIPP Texas Public Schools,"4343 W Commerce St, San Antonio, TX 78237",Kindergarten - Grade 4,B
4386,KIPP Unity Pri,KIPP Texas Public Schools,"8500 Hwy 6 S, Houston, TX 77083",Prekindergarten - Grade 4,A
4387,KIPP University Prep HS,KIPP Texas Public Schools,"239 Stark St, San Antonio, TX 78204",Grade 9 - Grade 12,B
4388,KIPP Voyage Academy for Girls,KIPP Texas Public Schools,"9616 Mesa Dr, Houston, TX 77078",Grade 5 - Grade 8,C
4389,KIPP Zenith Academy,KIPP Texas Public Schools,"11000 Scott St, Houston, TX 77047",Prekindergarten - Grade 4,C
4390,Kaffie MS,Corpus Christi ISD,"5922 Brockhampton St, Corpus Christi, TX 78414",Grade 6 - Grade 8,B
4391,Kahla MS,Cypress-Fairbanks ISD,"16212 W Little York, Houston, TX 77084",Grade 6 - Grade 8,B
4392,Kaiser Elem,Klein ISD,"13430 Bammel-N Houston Rd, Houston, TX 77066",Kindergarten - Grade 5,B
4393,Kallison Elem,Northside ISD,"8610 Ranch View E, San Antonio, TX 78254",Early Education - Grade 5,A
4394,Karen Wagner HS,Judson ISD,"3000 N Foster Rd, San Antonio, TX 78244",Grade 9 - Grade 12,C
4395,Karnes City HS,Karnes City ISD,"400 Hwy 123, Karnes City, TX 78118",Grade 9 - Grade 12,B
4396,Karnes City JH,Karnes City ISD,"410 E Hwy 123, Karnes City, TX 78118",Grade 6 - Grade 8,B
4397,Karnes City Pri,Karnes City ISD,"203 E Mayfield, Karnes City, TX 78118",Early Education - Grade 1,C
4398,Kase Academy,Sheldon ISD,"8530 C E King Pkwy, Houston, TX 77044",Grade 9 - Grade 12,B
4399,Kashmere Gardens Elem,Houston ISD,"4901 Lockwood Dr, Houston, TX 77026",Prekindergarten - Grade 5,B
4400,Kashmere HS,Houston ISD,"6900 Wileyvale St, Houston, TX 77028",Grade 9 - Grade 12,Not Rated
4401,Katherine Anne Porter School,Katherine Anne Porter School,"515 FM 2325, Wimberley, TX 78676",Grade 9 - Grade 12,C
4402,Katherine G Johnson STEM Academy,Greenville ISD,"1316 Wolfe City Dr, Greenville, TX 75401",Kindergarten - Grade 5,B
4403,Katherine Johnson Technology Magnet Academy,Desoto ISD,"1200 Academy Way, Desoto, TX 75115",Kindergarten - Grade 8,A
4404,Katherine Stephens Elem,Garland ISD,"3700 Cheyenne Dr, Rowlett, TX 75088",Early Education - Grade 5,C
4405,Kathleen Joerger Lindsey Elem,Lamar CISD,"2431 Joan Collier Trce, Katy, TX 77494",Early Education - Grade 5,A
4406,Kathlyn Joy Gilliam Collegiate Academy,Dallas ISD,"1700 E Camp Wisdom, Dallas, TX 75241",Grade 9 - Grade 12,A
4407,Kathryn Griffis Elem,Caddo Mills ISD,"3639 FM 1565, Caddo Mills, TX 75135",Prekindergarten - Grade 5,A
4408,Kathy Caraway Elem,Round Rock ISD,"11104 Oak View Dr, Austin, TX 78759",Early Education - Grade 5,A
4409,Katy Elem,Katy ISD,"5726 George Bush Ave, Katy, TX 77493",Early Education - Grade 5,A
4410,Katy HS,Katy ISD,"6331 Hwy Blvd, Katy, TX 77494",Grade 9 - Grade 12,A
4411,Katy JH,Katy ISD,"5350 Franz Rd, Katy, TX 77493",Grade 6 - Grade 8,B
4412,Kaufer HS,Riviera ISD,"203 Seahawk Dr, Riviera, TX 78379",Grade 7 - Grade 12,B
4413,Kaufman Elem,Conroe ISD,"2760 Northridge Forest Dr, Spring, TX 77386",Kindergarten - Grade 4,B
4414,Kaufman HS,Kaufman ISD,"3205 S Houston St, Kaufman, TX 75142",Grade 9 - Grade 12,A
